vendor_id,vendor_name,business_category,city,user_id,service_id,service_name,customer_segment,price,competitor_price,discount,action,booking,completion,revenue,timestamp,hour,weekday,session_duration,views_count,clicks_count,bookings_count,completions_count,rating,weather,festival_flag,popularity_score,conversion_rate,demand_score,recommendation_score,peak_time_flag
1,UrbanCare Services,Service,Bhopal,782,19993,Facial Treatment,working_professional,1047.01,938.25,0.11,click,0,0,0.0,2025-12-31 20:28:00,20,2,349,10,0,0,0,3.81,cold,1,0.133,0.0,0.08,0.085,1
1,UrbanCare Services,Service,Bhopal,2271,7889,Home Cleaning,working_professional,2984.61,2549.46,0.16,click,0,0,0.0,2025-02-01 11:17:00,11,5,765,6,1,0,0,4.36,cold,1,0.09,0.0,0.054,0.063,0
1,UrbanCare Services,Service,Bhopal,650,11412,Plumbing Service,student,1616.81,1681.96,0.14,view,0,0,0.0,2025-08-30 00:53:00,0,5,848,4,2,2,1,3.9,rainy,1,0.09,0.2,0.134,0.11,0
1,UrbanCare Services,Service,Bhopal,772,26024,Beard Trim,student,1344.24,1167.35,0.17,complete_service,0,1,1344.24,2025-06-28 21:20:00,21,5,294,16,15,2,1,3.96,cold,1,0.38,0.059,0.252,0.255,1
1,UrbanCare Services,Service,Bhopal,2397,19993,Facial Treatment,student,576.03,677.65,0.27,click,0,0,0.0,2025-08-17 14:54:00,14,6,396,12,11,7,0,3.78,rainy,0,0.317,0.0,0.19,0.178,0
1,UrbanCare Services,Service,Bhopal,1684,70332,Hair Coloring,senior,1917.78,1694.34,0.11,view,0,0,0.0,2025-02-23 15:00:00,15,6,219,14,4,2,1,3.88,hot,1,0.243,0.067,0.173,0.202,0
1,UrbanCare Services,Service,Bhopal,1605,70332,Hair Coloring,senior,2587.03,2723.99,0.16,book_service,1,0,0.0,2025-03-20 11:28:00,11,3,584,19,7,1,0,4.9,cold,0,0.33,0.0,0.198,0.232,0
1,UrbanCare Services,Service,Bhopal,1331,27167,Haircut,student,2914.12,2604.88,0.05,view,0,0,0.0,2025-10-23 01:45:00,1,3,125,29,4,1,0,4.52,hot,0,0.433,0.0,0.26,0.264,0
1,UrbanCare Services,Service,Bhopal,1494,44354,AC Repair,family,251.7,219.4,0.27,view,0,0,0.0,2025-11-02 06:51:00,6,6,590,23,11,3,0,4.8,cloudy,1,0.437,0.0,0.262,0.247,0
1,UrbanCare Services,Service,Bhopal,1327,25426,Nail Treatment,senior,2694.94,2850.67,0.24,complete_service,0,1,2694.94,2025-08-31 11:01:00,11,6,72,5,3,1,1,4.14,cold,0,0.107,0.167,0.131,0.111,0
1,UrbanCare Services,Service,Bhopal,2042,11412,Plumbing Service,student,1414.44,1428.66,0.17,book_service,1,0,0.0,2025-08-15 21:50:00,21,4,832,7,3,1,1,3.66,cold,0,0.133,0.125,0.13,0.156,1
1,UrbanCare Services,Service,Bhopal,1077,94477,Massage Therapy,senior,883.58,812.45,0.16,book_service,1,0,0.0,2025-01-26 18:03:00,18,6,49,17,5,5,5,4.31,rainy,1,0.327,0.278,0.307,0.3,1
1,UrbanCare Services,Service,Bhopal,2953,94477,Massage Therapy,working_professional,2361.3,2434.1,0.18,complete_service,0,1,2361.3,2025-04-14 11:40:00,11,0,454,29,29,18,0,4.59,rainy,0,0.797,0.0,0.478,0.387,0
1,UrbanCare Services,Service,Bhopal,255,6391,Car Wash,senior,1797.8,2084.49,0.01,view,0,0,0.0,2025-09-03 12:16:00,12,2,712,1,1,0,1,4.11,hot,0,0.027,0.5,0.216,0.253,0
1,UrbanCare Services,Service,Bhopal,2636,23373,Mobile Repair,working_professional,1188.83,1201.38,0.29,view,0,0,0.0,2025-02-18 21:16:00,21,1,368,22,3,1,0,3.8,sunny,0,0.33,0.0,0.198,0.164,1
1,UrbanCare Services,Service,Bhopal,1036,69897,Hair Spa,student,2606.38,3007.67,0.14,click,0,0,0.0,2025-11-29 20:19:00,20,5,466,20,15,5,0,4.27,cold,0,0.45,0.0,0.27,0.306,1
1,UrbanCare Services,Service,Bhopal,2258,94477,Massage Therapy,working_professional,2267.97,2138.25,0.01,view,0,0,0.0,2025-06-23 01:35:00,1,0,793,22,7,1,0,4.22,hot,1,0.37,0.0,0.222,0.254,0
1,UrbanCare Services,Service,Bhopal,461,27167,Haircut,student,2708.34,3208.51,0.26,book_service,1,0,0.0,2025-06-13 08:28:00,8,4,45,16,2,0,0,4.37,cold,0,0.233,0.0,0.14,0.137,0
1,UrbanCare Services,Service,Bhopal,2291,26024,Beard Trim,student,2369.58,2627.72,0.16,book_service,1,0,0.0,2025-06-19 19:00:00,19,3,688,15,14,11,4,3.63,rainy,1,0.427,0.25,0.356,0.417,1
1,UrbanCare Services,Service,Bhopal,1293,69897,Hair Spa,student,1475.69,1442.0,0.19,click,0,0,0.0,2025-08-25 00:56:00,0,0,522,24,17,17,14,4.51,rainy,0,0.65,0.56,0.614,0.543,0
1,UrbanCare Services,Service,Bhopal,1640,19993,Facial Treatment,senior,2543.43,2420.02,0.06,view,0,0,0.0,2025-01-19 18:44:00,18,6,101,6,3,0,1,4.11,cloudy,1,0.113,0.143,0.125,0.137,1
1,UrbanCare Services,Service,Bhopal,1498,50136,Electric Repair,student,2903.28,3290.14,0.28,click,0,0,0.0,2025-04-11 00:26:00,0,4,778,29,8,7,6,3.71,sunny,1,0.533,0.2,0.4,0.331,0
1,UrbanCare Services,Service,Bhopal,2650,44354,AC Repair,family,1761.57,1676.32,0.25,book_service,1,0,0.0,2025-07-13 03:55:00,3,6,470,5,5,5,2,4.51,cloudy,0,0.157,0.333,0.227,0.27,0
1,UrbanCare Services,Service,Bhopal,1889,19993,Facial Treatment,student,913.42,931.71,0.15,view,0,0,0.0,2025-12-06 04:01:00,4,5,731,9,7,7,4,3.86,sunny,1,0.25,0.4,0.31,0.321,0
1,UrbanCare Services,Service,Bhopal,2855,47323,Makeup Service,working_professional,1441.2,1450.36,0.11,click,0,0,0.0,2025-10-31 08:09:00,8,4,345,16,14,7,0,3.53,cold,0,0.4,0.0,0.24,0.242,0
1,UrbanCare Services,Service,Bhopal,2519,50136,Electric Repair,working_professional,1138.69,968.41,0.09,click,0,0,0.0,2025-11-27 10:02:00,10,3,176,18,9,2,1,3.92,hot,0,0.347,0.053,0.229,0.219,0
1,UrbanCare Services,Service,Bhopal,2100,25426,Nail Treatment,student,569.19,584.95,0.21,complete_service,0,1,569.19,2025-10-20 00:55:00,0,0,723,24,2,2,2,4.45,cold,1,0.36,0.08,0.248,0.278,0
1,UrbanCare Services,Service,Bhopal,1793,27167,Haircut,student,1465.62,1512.05,0.24,view,0,0,0.0,2025-05-23 15:09:00,15,4,524,3,3,0,1,4.14,cold,1,0.073,0.25,0.144,0.156,0
1,UrbanCare Services,Service,Bhopal,825,70332,Hair Coloring,senior,1416.89,1411.52,0.23,click,0,0,0.0,2025-10-20 07:18:00,7,0,407,10,7,5,5,3.76,sunny,0,0.253,0.455,0.334,0.312,0
1,UrbanCare Services,Service,Bhopal,2387,50136,Electric Repair,working_professional,827.68,807.56,0.07,view,0,0,0.0,2025-03-31 17:15:00,17,0,198,25,24,8,2,4.37,hot,1,0.633,0.077,0.411,0.46,1
1,UrbanCare Services,Service,Bhopal,1529,94477,Massage Therapy,family,2402.52,2348.64,0.3,click,0,0,0.0,2025-03-02 14:07:00,14,6,878,13,12,0,0,4.39,hot,0,0.293,0.0,0.176,0.169,0
1,UrbanCare Services,Service,Bhopal,2279,27167,Haircut,family,2539.51,2807.32,0.22,click,0,0,0.0,2025-01-03 00:17:00,0,4,739,4,3,0,1,3.79,cold,0,0.087,0.2,0.132,0.13,0
1,UrbanCare Services,Service,Bhopal,699,27167,Haircut,working_professional,2613.12,2682.14,0.21,view,0,0,0.0,2025-03-17 08:06:00,8,0,761,2,1,1,0,4.38,cloudy,0,0.043,0.0,0.026,0.03,0
1,UrbanCare Services,Service,Bhopal,1740,50136,Electric Repair,student,996.77,1048.02,0.04,click,0,0,0.0,2025-11-19 07:35:00,7,2,631,13,7,2,2,4.54,cloudy,1,0.263,0.143,0.215,0.235,0
1,UrbanCare Services,Service,Bhopal,2744,27167,Haircut,student,319.94,347.62,0.12,view,0,0,0.0,2025-02-19 01:26:00,1,2,113,2,2,0,0,3.69,cold,0,0.047,0.0,0.028,0.027,0
1,UrbanCare Services,Service,Bhopal,2034,50136,Electric Repair,family,743.85,740.46,0.12,click,0,0,0.0,2025-01-21 10:40:00,10,1,763,6,0,1,0,4.61,rainy,1,0.087,0.0,0.052,0.058,0
1,UrbanCare Services,Service,Bhopal,2316,11412,Plumbing Service,working_professional,1899.68,1629.81,0.28,view,0,0,0.0,2025-06-17 05:18:00,5,1,740,22,19,5,0,4.53,sunny,0,0.517,0.0,0.31,0.252,0
1,UrbanCare Services,Service,Bhopal,2540,23373,Mobile Repair,working_professional,2492.73,2293.54,0.17,book_service,1,0,0.0,2025-09-23 09:39:00,9,1,659,26,19,15,8,4.2,cold,1,0.663,0.296,0.516,0.499,0
1,UrbanCare Services,Service,Bhopal,2455,44354,AC Repair,family,2691.2,2699.48,0.02,view,0,0,0.0,2025-11-25 15:07:00,15,1,786,10,4,1,1,4.92,rainy,1,0.183,0.091,0.146,0.171,0
1,UrbanCare Services,Service,Bhopal,2741,94477,Massage Therapy,family,2116.41,2145.54,0.03,view,0,0,0.0,2025-07-24 19:44:00,19,3,105,13,4,0,1,4.69,rainy,1,0.217,0.071,0.159,0.132,1
1,UrbanCare Services,Service,Bhopal,162,25426,Nail Treatment,senior,392.08,407.01,0.05,book_service,1,0,0.0,2025-09-24 19:05:00,19,2,115,29,28,6,1,3.51,cold,0,0.71,0.033,0.439,0.425,1
1,UrbanCare Services,Service,Bhopal,1736,25426,Nail Treatment,family,584.21,529.4,0.02,book_service,1,0,0.0,2025-11-22 16:56:00,16,5,408,18,3,3,0,3.81,hot,1,0.29,0.0,0.174,0.189,0
1,UrbanCare Services,Service,Bhopal,2034,25426,Nail Treatment,student,2465.0,2485.67,0.15,view,0,0,0.0,2025-11-30 08:43:00,8,6,328,20,1,1,1,3.55,hot,1,0.287,0.048,0.191,0.158,0
1,UrbanCare Services,Service,Bhopal,1127,69897,Hair Spa,student,921.19,958.37,0.22,click,0,0,0.0,2025-01-26 09:13:00,9,6,547,2,0,1,1,4.41,rainy,1,0.037,0.333,0.155,0.148,0
1,UrbanCare Services,Service,Bhopal,2761,7889,Home Cleaning,working_professional,531.31,596.8,0.11,view,0,0,0.0,2025-07-13 08:31:00,8,6,358,1,1,0,0,4.6,cloudy,1,0.023,0.0,0.014,0.014,0
1,UrbanCare Services,Service,Bhopal,1300,26024,Beard Trim,student,2268.25,2648.3,0.28,complete_service,0,1,2268.25,2025-03-21 13:48:00,13,4,119,29,3,0,0,4.3,hot,1,0.417,0.0,0.25,0.251,0
1,UrbanCare Services,Service,Bhopal,2189,69897,Hair Spa,student,943.9,1111.47,0.14,view,0,0,0.0,2025-11-05 23:01:00,23,2,543,20,17,10,9,3.69,rainy,0,0.533,0.429,0.491,0.478,0
1,UrbanCare Services,Service,Bhopal,995,7889,Home Cleaning,student,555.75,570.14,0.17,book_service,1,0,0.0,2025-10-28 01:05:00,1,1,140,17,6,0,1,4.01,rainy,1,0.29,0.056,0.196,0.162,0
1,UrbanCare Services,Service,Bhopal,164,23373,Mobile Repair,family,2841.81,3184.74,0.25,view,0,0,0.0,2025-11-01 19:24:00,19,5,291,5,2,2,1,4.05,rainy,0,0.103,0.167,0.129,0.142,1
1,UrbanCare Services,Service,Bhopal,1360,69897,Hair Spa,student,1559.04,1434.91,0.04,click,0,0,0.0,2025-04-30 09:30:00,9,2,862,19,16,15,3,4.02,hot,0,0.523,0.15,0.374,0.32,0
1,UrbanCare Services,Service,Bhopal,1155,11412,Plumbing Service,student,2995.15,2597.44,0.13,complete_service,0,1,2995.15,2025-07-05 23:10:00,23,5,643,24,17,8,7,4.18,cloudy,1,0.567,0.28,0.452,0.416,0
1,UrbanCare Services,Service,Bhopal,1208,26024,Beard Trim,senior,1799.78,1624.29,0.24,click,0,0,0.0,2025-11-28 19:21:00,19,4,126,16,8,7,2,4.0,sunny,1,0.347,0.118,0.255,0.264,1
1,UrbanCare Services,Service,Bhopal,322,11412,Plumbing Service,senior,2203.79,2558.96,0.25,view,0,0,0.0,2025-09-02 15:08:00,15,1,568,2,1,1,0,4.41,hot,0,0.043,0.0,0.026,0.025,0
1,UrbanCare Services,Service,Bhopal,1827,19223,Laptop Repair,senior,1608.97,1800.53,0.26,complete_service,0,1,1608.97,2025-11-08 13:21:00,13,5,654,30,16,16,14,3.66,hot,1,0.713,0.452,0.609,0.581,0
1,UrbanCare Services,Service,Bhopal,1355,69897,Hair Spa,student,2373.13,2375.69,0.1,view,0,0,0.0,2025-07-07 20:34:00,20,0,482,25,9,1,0,4.12,cloudy,0,0.43,0.0,0.258,0.269,1
1,UrbanCare Services,Service,Bhopal,2501,23373,Mobile Repair,working_professional,2999.45,3067.08,0.06,complete_service,0,1,2999.45,2025-06-05 02:56:00,2,3,445,29,29,0,1,3.74,hot,1,0.68,0.033,0.421,0.344,0
1,UrbanCare Services,Service,Bhopal,2849,11412,Plumbing Service,student,1764.69,1836.34,0.06,view,0,0,0.0,2025-02-16 14:31:00,14,6,735,19,6,2,1,4.54,rainy,0,0.33,0.05,0.218,0.239,0
1,UrbanCare Services,Service,Bhopal,628,19223,Laptop Repair,student,925.47,898.11,0.3,view,0,0,0.0,2025-07-28 12:12:00,12,0,826,10,7,3,3,4.06,cloudy,1,0.233,0.273,0.249,0.275,0
1,UrbanCare Services,Service,Bhopal,287,7889,Home Cleaning,senior,1467.63,1655.0,0.23,view,0,0,0.0,2025-10-20 18:33:00,18,0,159,23,4,1,0,4.5,cold,0,0.353,0.0,0.212,0.242,1
1,UrbanCare Services,Service,Bhopal,1374,6391,Car Wash,senior,2829.81,2979.77,0.07,view,0,0,0.0,2025-01-23 00:45:00,0,3,343,8,1,1,0,4.1,rainy,0,0.123,0.0,0.074,0.082,0
1,UrbanCare Services,Service,Bhopal,2604,23373,Mobile Repair,senior,2022.47,1844.96,0.02,view,0,0,0.0,2025-06-30 15:26:00,15,0,74,7,7,2,2,4.52,cold,0,0.183,0.25,0.21,0.189,0
1,UrbanCare Services,Service,Bhopal,2604,94477,Massage Therapy,student,1599.08,1777.16,0.17,view,0,0,0.0,2025-08-06 04:19:00,4,2,487,28,27,11,6,3.62,rainy,0,0.737,0.207,0.525,0.459,0
1,UrbanCare Services,Service,Bhopal,533,94477,Massage Therapy,senior,814.12,765.48,0.17,view,0,0,0.0,2025-01-11 10:32:00,10,5,523,18,5,4,3,4.26,hot,0,0.327,0.158,0.259,0.228,0
1,UrbanCare Services,Service,Bhopal,1705,70332,Hair Coloring,working_professional,389.15,354.13,0.3,view,0,0,0.0,2025-08-06 14:02:00,14,2,375,20,16,10,8,4.2,cold,1,0.52,0.381,0.464,0.532,0
1,UrbanCare Services,Service,Bhopal,1449,44354,AC Repair,student,2576.51,2651.31,0.21,view,0,0,0.0,2025-08-04 20:52:00,20,0,101,17,0,0,0,3.79,cloudy,0,0.227,0.0,0.136,0.146,1
1,UrbanCare Services,Service,Bhopal,702,23373,Mobile Repair,working_professional,962.68,1098.63,0.03,click,0,0,0.0,2025-10-05 14:24:00,14,6,463,19,1,1,1,4.66,cold,1,0.273,0.05,0.184,0.155,0
1,UrbanCare Services,Service,Bhopal,2199,50136,Electric Repair,student,2667.33,2551.23,0.2,book_service,1,0,0.0,2025-07-28 15:58:00,15,0,479,29,1,1,0,4.23,sunny,0,0.403,0.0,0.242,0.229,0
1,UrbanCare Services,Service,Bhopal,2744,19993,Facial Treatment,working_professional,2007.24,2371.82,0.01,book_service,1,0,0.0,2025-05-03 00:21:00,0,5,854,20,17,17,14,4.88,sunny,0,0.597,0.667,0.625,0.652,0
1,UrbanCare Services,Service,Bhopal,653,23373,Mobile Repair,senior,2460.48,2421.99,0.14,view,0,0,0.0,2025-11-12 00:04:00,0,2,410,17,13,4,1,4.8,cold,1,0.387,0.056,0.255,0.246,0
1,UrbanCare Services,Service,Bhopal,558,44354,AC Repair,working_professional,1697.05,1454.49,0.05,complete_service,0,1,1697.05,2025-09-04 01:39:00,1,3,210,16,4,4,3,4.46,cold,0,0.29,0.176,0.244,0.265,0
1,UrbanCare Services,Service,Bhopal,613,27167,Haircut,senior,1831.28,1648.44,0.13,click,0,0,0.0,2025-12-18 19:05:00,19,3,479,18,7,4,3,4.03,sunny,0,0.347,0.158,0.271,0.271,1
1,UrbanCare Services,Service,Bhopal,746,94477,Massage Therapy,working_professional,2636.92,2957.44,0.03,click,0,0,0.0,2025-06-11 13:21:00,13,2,292,21,20,11,10,4.84,cloudy,1,0.587,0.455,0.534,0.528,0
1,UrbanCare Services,Service,Bhopal,1402,23373,Mobile Repair,family,2282.81,2052.28,0.2,view,0,0,0.0,2025-05-21 10:47:00,10,2,685,5,3,3,0,3.85,sunny,1,0.117,0.0,0.07,0.068,0
1,UrbanCare Services,Service,Bhopal,873,7889,Home Cleaning,family,247.22,223.26,0.03,click,0,0,0.0,2025-12-09 02:38:00,2,1,243,2,0,1,0,3.86,rainy,0,0.033,0.0,0.02,0.017,0
1,UrbanCare Services,Service,Bhopal,1836,23373,Mobile Repair,family,2137.35,1838.47,0.19,complete_service,0,1,2137.35,2025-08-16 07:36:00,7,5,746,6,6,2,0,3.71,rainy,1,0.153,0.0,0.092,0.108,0
1,UrbanCare Services,Service,Bhopal,1384,69897,Hair Spa,family,2812.66,2612.75,0.18,complete_service,0,1,2812.66,2025-06-12 08:00:00,8,3,612,26,14,14,14,3.54,cold,0,0.627,0.519,0.584,0.685,0
1,UrbanCare Services,Service,Bhopal,428,70332,Hair Coloring,senior,1664.36,1439.88,0.1,view,0,0,0.0,2025-02-20 08:29:00,8,3,388,26,18,13,10,3.62,cloudy,1,0.647,0.37,0.536,0.513,0
1,UrbanCare Services,Service,Bhopal,954,50136,Electric Repair,senior,2075.79,2105.81,0.12,view,0,0,0.0,2025-09-07 23:04:00,23,6,409,20,0,1,1,3.68,hot,1,0.277,0.048,0.185,0.166,0
1,UrbanCare Services,Service,Bhopal,2046,47323,Makeup Service,family,480.4,544.11,0.04,view,0,0,0.0,2025-05-17 11:16:00,11,5,748,6,4,0,0,4.39,cloudy,1,0.12,0.0,0.072,0.067,0
1,UrbanCare Services,Service,Bhopal,2190,11412,Plumbing Service,family,832.74,894.21,0.14,complete_service,0,1,832.74,2025-11-15 17:25:00,17,5,49,1,1,0,0,4.1,hot,1,0.023,0.0,0.014,0.015,1
1,UrbanCare Services,Service,Bhopal,2387,19223,Laptop Repair,family,1575.55,1506.57,0.17,click,0,0,0.0,2025-07-23 04:42:00,4,2,183,14,4,0,1,4.5,cold,0,0.23,0.067,0.165,0.134,0
1,UrbanCare Services,Service,Bhopal,846,27167,Haircut,student,1504.44,1309.15,0.06,view,0,0,0.0,2025-02-04 08:51:00,8,1,250,28,7,0,0,4.34,rainy,1,0.443,0.0,0.266,0.305,0
1,UrbanCare Services,Service,Bhopal,1540,26024,Beard Trim,student,2671.86,2336.49,0.13,click,0,0,0.0,2025-06-30 09:45:00,9,0,384,14,8,0,1,4.37,hot,0,0.27,0.067,0.189,0.162,0
1,UrbanCare Services,Service,Bhopal,2216,94477,Massage Therapy,family,2343.21,2602.09,0.27,view,0,0,0.0,2025-03-27 04:09:00,4,3,394,27,6,1,1,3.51,cloudy,0,0.43,0.036,0.272,0.241,0
1,UrbanCare Services,Service,Bhopal,1654,11412,Plumbing Service,family,2516.12,2729.24,0.27,view,0,0,0.0,2025-11-24 13:43:00,13,0,522,6,4,3,0,3.59,cloudy,1,0.14,0.0,0.084,0.087,0
1,UrbanCare Services,Service,Bhopal,2491,44354,AC Repair,family,1793.33,1546.72,0.15,click,0,0,0.0,2025-09-26 00:51:00,0,4,493,23,18,9,5,4.41,cold,1,0.563,0.208,0.421,0.369,0
1,UrbanCare Services,Service,Bhopal,2506,6391,Car Wash,working_professional,965.32,1036.87,0.14,view,0,0,0.0,2025-09-25 20:32:00,20,3,46,29,10,5,5,4.79,rainy,1,0.537,0.167,0.389,0.364,1
1,UrbanCare Services,Service,Bhopal,2307,47323,Makeup Service,family,946.65,1130.97,0.27,click,0,0,0.0,2025-11-19 15:54:00,15,2,137,10,8,5,2,3.54,sunny,0,0.253,0.182,0.225,0.249,0
1,UrbanCare Services,Service,Bhopal,658,47323,Makeup Service,family,508.94,437.49,0.08,view,0,0,0.0,2025-09-25 05:19:00,5,3,166,26,1,1,0,3.9,sunny,1,0.363,0.0,0.218,0.246,0
1,UrbanCare Services,Service,Bhopal,395,19223,Laptop Repair,working_professional,2189.87,2613.75,0.21,view,0,0,0.0,2025-05-15 16:39:00,16,3,114,10,5,3,2,4.13,cloudy,1,0.21,0.182,0.199,0.215,0
1,UrbanCare Services,Service,Bhopal,246,25426,Nail Treatment,working_professional,2998.49,3293.99,0.23,view,0,0,0.0,2025-04-09 16:08:00,16,2,504,21,12,12,9,4.91,cloudy,1,0.51,0.409,0.47,0.397,0
1,UrbanCare Services,Service,Bhopal,106,50136,Electric Repair,working_professional,2173.4,2494.59,0.29,click,0,0,0.0,2025-04-14 00:49:00,0,0,327,2,0,1,0,3.82,rainy,0,0.033,0.0,0.02,0.02,0
1,UrbanCare Services,Service,Bhopal,1166,23373,Mobile Repair,family,2105.55,1972.09,0.18,complete_service,0,1,2105.55,2025-01-07 23:53:00,23,1,774,23,5,4,1,3.89,cold,0,0.387,0.042,0.249,0.232,0
1,UrbanCare Services,Service,Bhopal,2638,19223,Laptop Repair,family,1436.25,1486.83,0.13,book_service,1,0,0.0,2025-01-17 01:23:00,1,4,609,9,1,0,0,4.24,hot,0,0.13,0.0,0.078,0.072,0
1,UrbanCare Services,Service,Bhopal,2943,19223,Laptop Repair,family,645.1,559.03,0.06,click,0,0,0.0,2025-09-15 11:17:00,11,0,509,19,10,9,9,4.37,sunny,0,0.443,0.45,0.446,0.497,0
1,UrbanCare Services,Service,Bhopal,1960,6391,Car Wash,senior,673.89,598.41,0.22,complete_service,0,1,673.89,2025-03-06 11:21:00,11,3,159,26,20,7,2,3.96,cloudy,1,0.6,0.074,0.39,0.46,0
1,UrbanCare Services,Service,Bhopal,34,70332,Hair Coloring,senior,2200.09,2121.69,0.09,click,0,0,0.0,2025-03-05 07:44:00,7,2,820,4,1,1,0,4.29,cloudy,1,0.07,0.0,0.042,0.035,0
1,UrbanCare Services,Service,Bhopal,282,19993,Facial Treatment,senior,529.49,482.66,0.23,view,0,0,0.0,2025-11-11 20:49:00,20,1,728,6,3,3,3,4.27,sunny,0,0.14,0.429,0.256,0.206,1
1,UrbanCare Services,Service,Bhopal,980,69897,Hair Spa,working_professional,2085.85,2082.29,0.15,book_service,1,0,0.0,2025-03-26 10:48:00,10,2,806,4,1,0,0,3.82,hot,0,0.063,0.0,0.038,0.039,0
1,UrbanCare Services,Service,Bhopal,2059,70332,Hair Coloring,student,2941.63,2576.0,0.09,complete_service,0,1,2941.63,2025-01-29 17:09:00,17,2,114,10,9,4,4,3.86,sunny,0,0.263,0.364,0.303,0.273,1
1,UrbanCare Services,Service,Bhopal,2278,50136,Electric Repair,working_professional,1260.38,1432.22,0.27,click,0,0,0.0,2025-02-21 03:27:00,3,4,612,13,10,6,2,3.8,cloudy,0,0.32,0.143,0.249,0.253,0
1,UrbanCare Services,Service,Bhopal,480,19223,Laptop Repair,working_professional,1983.32,2048.05,0.13,click,0,0,0.0,2025-01-27 06:53:00,6,0,545,5,0,0,0,3.79,cloudy,1,0.067,0.0,0.04,0.04,0
1,UrbanCare Services,Service,Bhopal,386,11412,Plumbing Service,student,1323.4,1493.39,0.23,complete_service,0,1,1323.4,2025-06-20 00:47:00,0,4,798,14,14,13,10,3.7,cold,1,0.447,0.667,0.535,0.447,0
1,UrbanCare Services,Service,Bhopal,1231,23373,Mobile Repair,senior,2742.83,2845.49,0.26,click,0,0,0.0,2025-02-20 09:26:00,9,3,515,3,0,0,0,3.59,hot,0,0.04,0.0,0.024,0.024,0
1,UrbanCare Services,Service,Bhopal,1191,27167,Haircut,family,1710.39,1969.08,0.03,view,0,0,0.0,2025-01-22 23:18:00,23,2,134,8,3,1,0,3.86,rainy,1,0.143,0.0,0.086,0.083,0
1,UrbanCare Services,Service,Bhopal,2427,7889,Home Cleaning,senior,2624.36,3093.09,0.3,view,0,0,0.0,2025-12-26 01:25:00,1,4,98,9,8,7,6,4.94,cloudy,0,0.267,0.6,0.4,0.321,0
1,UrbanCare Services,Service,Bhopal,1859,7889,Home Cleaning,senior,333.58,300.78,0.1,book_service,1,0,0.0,2025-04-22 18:32:00,18,1,386,23,20,14,2,4.74,rainy,0,0.607,0.083,0.397,0.459,1
1,UrbanCare Services,Service,Bhopal,856,70332,Hair Coloring,senior,723.14,771.51,0.28,view,0,0,0.0,2025-05-23 14:39:00,14,4,698,16,16,2,0,4.2,sunny,1,0.387,0.0,0.232,0.195,0
1,UrbanCare Services,Service,Bhopal,127,19993,Facial Treatment,student,1481.88,1454.51,0.17,book_service,1,0,0.0,2025-10-04 01:31:00,1,5,900,25,6,0,1,4.16,cold,1,0.397,0.038,0.253,0.204,0
1,UrbanCare Services,Service,Bhopal,56,7889,Home Cleaning,working_professional,2983.19,3103.23,0.14,click,0,0,0.0,2025-07-24 13:42:00,13,3,432,30,19,12,6,4.93,hot,0,0.69,0.194,0.492,0.424,0
1,UrbanCare Services,Service,Bhopal,1016,19993,Facial Treatment,senior,729.87,826.8,0.08,click,0,0,0.0,2025-02-13 03:44:00,3,3,49,16,3,2,2,4.7,sunny,0,0.263,0.118,0.205,0.186,0
1,UrbanCare Services,Service,Bhopal,270,69897,Hair Spa,senior,292.93,302.0,0.06,click,0,0,0.0,2025-11-03 10:59:00,10,0,222,8,2,0,1,4.64,rainy,0,0.13,0.111,0.122,0.129,0
1,UrbanCare Services,Service,Bhopal,1383,23373,Mobile Repair,working_professional,2786.09,3131.69,0.05,click,0,0,0.0,2025-12-24 11:27:00,11,2,320,10,8,8,8,4.7,rainy,0,0.293,0.727,0.467,0.493,0
1,UrbanCare Services,Service,Bhopal,1918,7889,Home Cleaning,working_professional,2073.06,2365.97,0.17,click,0,0,0.0,2025-01-04 18:56:00,18,5,880,19,15,5,1,4.2,hot,1,0.44,0.05,0.284,0.3,1
1,UrbanCare Services,Service,Bhopal,2810,7889,Home Cleaning,senior,1034.28,945.24,0.18,click,0,0,0.0,2025-09-03 21:07:00,21,2,780,9,5,2,0,3.85,rainy,0,0.183,0.0,0.11,0.092,1
1,UrbanCare Services,Service,Bhopal,99,19993,Facial Treatment,senior,201.55,214.23,0.11,complete_service,0,1,201.55,2025-05-01 05:12:00,5,3,816,25,7,6,3,4.63,hot,0,0.453,0.115,0.318,0.302,0
1,UrbanCare Services,Service,Bhopal,801,44354,AC Repair,senior,1560.81,1549.07,0.2,book_service,1,0,0.0,2025-05-21 04:19:00,4,2,168,8,8,0,0,4.03,cloudy,0,0.187,0.0,0.112,0.133,0
1,UrbanCare Services,Service,Bhopal,1046,11412,Plumbing Service,senior,2821.21,3235.39,0.28,view,0,0,0.0,2025-08-15 14:37:00,14,4,443,14,14,12,4,4.17,hot,1,0.42,0.267,0.359,0.364,0
1,UrbanCare Services,Service,Bhopal,2916,69897,Hair Spa,student,2277.86,2491.18,0.27,view,0,0,0.0,2025-06-18 03:03:00,3,2,522,25,2,0,0,4.57,cold,0,0.353,0.0,0.212,0.254,0
1,UrbanCare Services,Service,Bhopal,1874,7889,Home Cleaning,family,1175.82,1342.26,0.21,view,0,0,0.0,2025-05-03 19:29:00,19,5,608,15,15,12,0,4.54,sunny,1,0.43,0.0,0.258,0.24,1
