vendor_id,vendor_name,business_category,city,user_id,product_id,product_name,price,competitor_price,discount,action,quantity,revenue,timestamp,hour,weekday,session_duration,views_count,clicks_count,purchases_count,rating,weather,festival_flag,popularity_score,conversion_rate,demand_score,recommendation_score,peak_time_flag
1,AAGrocery Market,Grocery,Bhopal,683,50525,Tea,178.12,189.0,0.21,click,0,0.0,2025-06-28 01:19:00,1,5,596,18,6,2,4.87,hot,1,0.384,0.105,0.272,0.231,0
1,AAGrocery Market,Grocery,Bhopal,1093,20285,Chocolate,64.65,69.61,0.07,view,0,0.0,2025-12-04 03:59:00,3,3,509,8,2,1,4.3,cloudy,0,0.164,0.111,0.143,0.166,0
1,AAGrocery Market,Grocery,Bhopal,81,83716,Onions,465.14,474.81,0.1,view,0,0.0,2025-07-04 21:09:00,21,4,596,25,15,3,4.84,rainy,1,0.616,0.115,0.416,0.455,1
1,AAGrocery Market,Grocery,Bhopal,2473,83716,Onions,248.45,232.74,0.11,view,0,0.0,2025-05-17 00:28:00,0,5,589,6,3,0,4.89,rainy,0,0.132,0.0,0.079,0.086,0
1,AAGrocery Market,Grocery,Bhopal,1357,27071,Cooking Oil,196.24,177.73,0.12,click,0,0.0,2025-12-08 03:49:00,3,0,544,16,3,1,3.65,cold,1,0.304,0.059,0.206,0.222,0
1,AAGrocery Market,Grocery,Bhopal,567,83716,Onions,180.67,200.3,0.18,purchase,5,903.35,2025-06-26 23:12:00,23,3,138,5,0,0,4.55,rainy,1,0.08,0.0,0.048,0.048,0
1,AAGrocery Market,Grocery,Bhopal,1627,81604,Bread,459.15,480.62,0.05,click,0,0.0,2025-05-07 04:02:00,4,2,43,2,1,1,4.18,hot,1,0.056,0.333,0.167,0.154,0
1,AAGrocery Market,Grocery,Bhopal,2125,10349,Tomatoes,40.32,43.95,0.08,click,0,0.0,2025-11-16 05:04:00,5,6,362,22,6,5,3.87,cloudy,1,0.484,0.217,0.377,0.418,0
1,AAGrocery Market,Grocery,Bhopal,757,27071,Cooking Oil,177.07,172.23,0.19,click,0,0.0,2025-10-15 03:41:00,3,2,67,25,25,24,3.75,sunny,0,0.988,0.923,0.962,0.82,0
1,AAGrocery Market,Grocery,Bhopal,72,19063,Sugar,237.8,250.18,0.16,purchase,2,475.6,2025-10-10 10:11:00,10,4,88,19,18,10,4.53,sunny,1,0.64,0.5,0.584,0.657,0
1,AAGrocery Market,Grocery,Bhopal,273,42695,Coffee,41.48,41.02,0.04,add_to_cart,0,0.0,2025-04-29 16:42:00,16,1,220,24,18,2,3.92,sunny,0,0.624,0.08,0.406,0.372,0
1,AAGrocery Market,Grocery,Bhopal,2634,83716,Onions,168.69,178.23,0.1,view,0,0.0,2025-09-11 14:04:00,14,3,29,3,2,0,4.5,cold,1,0.072,0.0,0.043,0.047,0
1,AAGrocery Market,Grocery,Bhopal,2678,10349,Tomatoes,181.36,179.02,0.01,view,0,0.0,2025-05-23 23:09:00,23,4,10,19,13,7,4.31,sunny,0,0.544,0.35,0.466,0.388,0
1,AAGrocery Market,Grocery,Bhopal,2814,83716,Onions,220.63,260.98,0.02,view,0,0.0,2025-03-25 20:44:00,20,1,153,13,0,0,4.58,rainy,0,0.208,0.0,0.125,0.142,1
1,AAGrocery Market,Grocery,Bhopal,849,54109,Rice,371.5,402.44,0.1,view,0,0.0,2025-12-02 05:06:00,5,1,424,15,4,0,4.73,sunny,0,0.288,0.0,0.173,0.154,0
1,AAGrocery Market,Grocery,Bhopal,475,90197,Cheese,265.77,282.95,0.14,view,0,0.0,2025-03-18 02:21:00,2,1,137,6,0,0,4.31,hot,0,0.096,0.0,0.058,0.068,0
1,AAGrocery Market,Grocery,Bhopal,1829,46524,Butter,453.08,526.8,0.24,click,0,0.0,2025-11-15 16:15:00,16,5,259,7,3,0,4.7,cloudy,0,0.148,0.0,0.089,0.075,0
1,AAGrocery Market,Grocery,Bhopal,1768,29331,Biscuits,147.26,154.4,0.13,view,0,0.0,2025-01-10 18:20:00,18,4,188,15,9,8,4.77,sunny,0,0.444,0.5,0.466,0.512,1
1,AAGrocery Market,Grocery,Bhopal,1156,54109,Rice,86.7,84.6,0.04,view,0,0.0,2025-07-27 03:07:00,3,6,28,18,12,10,4.6,hot,0,0.552,0.526,0.542,0.51,0
1,AAGrocery Market,Grocery,Bhopal,1381,30060,Milk,147.14,147.87,0.09,click,0,0.0,2025-08-26 20:26:00,20,1,142,5,4,2,4.56,cold,0,0.152,0.333,0.224,0.229,1
1,AAGrocery Market,Grocery,Bhopal,71,83716,Onions,67.97,77.59,0.16,view,0,0.0,2025-09-25 01:01:00,1,3,363,24,12,12,4.05,sunny,0,0.672,0.48,0.595,0.649,0
1,AAGrocery Market,Grocery,Bhopal,880,83716,Onions,120.64,140.59,0.11,click,0,0.0,2025-04-04 08:30:00,8,4,513,1,0,0,4.42,cold,0,0.016,0.0,0.01,0.009,0
1,AAGrocery Market,Grocery,Bhopal,582,19063,Sugar,472.3,532.06,0.08,view,0,0.0,2025-09-19 10:15:00,10,4,567,11,8,5,3.81,cold,1,0.332,0.417,0.366,0.411,0
1,AAGrocery Market,Grocery,Bhopal,534,50842,Wheat Flour,353.93,399.85,0.18,add_to_cart,0,0.0,2025-07-08 20:35:00,20,1,81,24,24,4,4.16,sunny,0,0.72,0.16,0.496,0.473,1
1,AAGrocery Market,Grocery,Bhopal,1974,81604,Bread,121.41,132.31,0.08,view,0,0.0,2025-09-21 11:18:00,11,6,170,16,7,7,4.96,cloudy,0,0.424,0.412,0.419,0.412,0
1,AAGrocery Market,Grocery,Bhopal,682,90992,Paneer,343.52,364.97,0.19,click,0,0.0,2025-11-19 15:59:00,15,2,92,14,6,6,4.77,hot,0,0.368,0.4,0.381,0.314,0
1,AAGrocery Market,Grocery,Bhopal,1689,27071,Cooking Oil,499.24,562.0,0.16,view,0,0.0,2025-07-24 21:48:00,21,3,548,21,3,2,4.8,cloudy,1,0.396,0.091,0.274,0.313,1
1,AAGrocery Market,Grocery,Bhopal,650,30060,Milk,73.94,74.26,0.05,view,0,0.0,2025-07-27 20:42:00,20,6,38,8,0,0,4.81,sunny,1,0.128,0.0,0.077,0.064,1
1,AAGrocery Market,Grocery,Bhopal,1662,79598,Bananas,398.3,458.3,0.21,click,0,0.0,2025-11-25 18:04:00,18,1,382,14,14,12,3.74,cloudy,0,0.536,0.8,0.642,0.69,1
1,AAGrocery Market,Grocery,Bhopal,1520,40917,Apples,269.64,309.84,0.05,click,0,0.0,2025-09-11 10:18:00,10,3,385,10,6,6,4.13,rainy,0,0.304,0.545,0.4,0.366,0
1,AAGrocery Market,Grocery,Bhopal,1030,79598,Bananas,262.48,278.07,0.2,add_to_cart,0,0.0,2025-04-10 15:47:00,15,3,262,15,13,0,4.71,sunny,0,0.396,0.0,0.238,0.246,0
1,AAGrocery Market,Grocery,Bhopal,2274,81604,Bread,394.78,378.01,0.22,add_to_cart,0,0.0,2025-03-31 07:14:00,7,0,44,7,0,1,3.58,hot,0,0.124,0.125,0.124,0.103,0
1,AAGrocery Market,Grocery,Bhopal,412,40917,Apples,138.41,153.44,0.22,view,0,0.0,2025-03-07 12:31:00,12,4,505,6,3,0,4.11,hot,0,0.132,0.0,0.079,0.073,0
1,AAGrocery Market,Grocery,Bhopal,2118,90197,Cheese,25.7,25.45,0.09,add_to_cart,0,0.0,2025-09-24 16:34:00,16,2,463,4,1,0,4.37,sunny,1,0.076,0.0,0.046,0.047,0
1,AAGrocery Market,Grocery,Bhopal,2885,81604,Bread,440.77,517.35,0.12,view,0,0.0,2025-05-23 08:21:00,8,4,525,2,1,1,3.9,sunny,0,0.056,0.333,0.167,0.17,0
1,AAGrocery Market,Grocery,Bhopal,221,40917,Apples,475.57,570.49,0.18,click,0,0.0,2025-08-30 20:33:00,20,5,86,2,1,1,3.85,hot,1,0.056,0.333,0.167,0.159,1
1,AAGrocery Market,Grocery,Bhopal,2016,65721,Salt,23.89,21.57,0.12,view,0,0.0,2025-10-19 17:17:00,17,6,184,4,1,0,4.19,sunny,1,0.076,0.0,0.046,0.037,1
1,AAGrocery Market,Grocery,Bhopal,745,42695,Coffee,349.73,345.6,0.08,click,0,0.0,2025-09-16 17:54:00,17,1,462,14,11,6,4.34,hot,1,0.428,0.4,0.417,0.361,1
1,AAGrocery Market,Grocery,Bhopal,2033,30060,Milk,215.44,208.91,0.05,view,0,0.0,2025-01-04 23:32:00,23,5,346,7,3,3,4.3,rainy,1,0.184,0.375,0.26,0.261,0
1,AAGrocery Market,Grocery,Bhopal,1042,20285,Chocolate,95.54,105.22,0.03,add_to_cart,0,0.0,2025-11-15 01:47:00,1,5,157,3,2,2,4.63,sunny,0,0.096,0.5,0.258,0.255,0
1,AAGrocery Market,Grocery,Bhopal,567,79598,Bananas,54.02,58.31,0.13,view,0,0.0,2025-02-11 22:17:00,22,1,277,13,6,3,3.9,sunny,1,0.316,0.214,0.275,0.277,0
1,AAGrocery Market,Grocery,Bhopal,1354,83716,Onions,463.69,493.7,0.1,view,0,0.0,2025-02-19 09:05:00,9,2,124,2,1,1,4.37,cold,0,0.056,0.333,0.167,0.197,0
1,AAGrocery Market,Grocery,Bhopal,1034,81604,Bread,393.05,387.4,0.11,view,0,0.0,2025-07-11 06:54:00,6,4,246,18,17,2,4.77,hot,1,0.516,0.105,0.352,0.398,0
1,AAGrocery Market,Grocery,Bhopal,2352,30060,Milk,414.99,397.0,0.07,view,0,0.0,2025-02-17 21:34:00,21,0,329,6,0,1,4.55,hot,0,0.108,0.143,0.122,0.112,1
1,AAGrocery Market,Grocery,Bhopal,2416,65721,Salt,162.25,181.34,0.0,click,0,0.0,2025-12-28 20:03:00,20,6,409,20,16,15,3.84,rainy,0,0.692,0.714,0.701,0.761,1
1,AAGrocery Market,Grocery,Bhopal,814,40917,Apples,102.17,95.16,0.09,click,0,0.0,2025-03-29 14:00:00,14,5,429,13,9,8,3.86,cloudy,0,0.412,0.571,0.476,0.471,0
1,AAGrocery Market,Grocery,Bhopal,1683,29331,Biscuits,41.39,49.3,0.08,purchase,2,82.78,2025-06-07 11:49:00,11,5,501,10,0,1,4.57,cold,1,0.172,0.091,0.14,0.13,0
1,AAGrocery Market,Grocery,Bhopal,1017,27071,Cooking Oil,235.3,255.98,0.05,add_to_cart,0,0.0,2025-08-23 16:56:00,16,5,452,6,1,1,3.72,hot,0,0.12,0.143,0.129,0.148,0
1,AAGrocery Market,Grocery,Bhopal,2501,40917,Apples,143.0,145.01,0.17,add_to_cart,0,0.0,2025-02-18 18:49:00,18,1,275,6,3,1,4.81,sunny,0,0.144,0.143,0.144,0.135,1
1,AAGrocery Market,Grocery,Bhopal,1914,81604,Bread,348.18,315.42,0.12,click,0,0.0,2025-05-05 21:40:00,21,0,113,3,3,0,4.6,rainy,0,0.084,0.0,0.05,0.056,1
1,AAGrocery Market,Grocery,Bhopal,2584,19063,Sugar,478.23,563.23,0.13,view,0,0.0,2025-03-02 22:33:00,22,6,245,12,10,9,4.86,hot,1,0.42,0.692,0.529,0.499,0
1,AAGrocery Market,Grocery,Bhopal,601,90197,Cheese,243.22,269.24,0.05,view,0,0.0,2025-11-20 15:26:00,15,3,27,24,17,16,4.83,hot,1,0.78,0.64,0.724,0.845,0
1,AAGrocery Market,Grocery,Bhopal,2710,10349,Tomatoes,411.29,490.94,0.07,view,0,0.0,2025-02-21 09:59:00,9,4,564,13,4,2,4.82,hot,0,0.28,0.143,0.225,0.19,0
1,AAGrocery Market,Grocery,Bhopal,659,90197,Cheese,73.88,72.95,0.2,view,0,0.0,2025-09-17 06:26:00,6,2,539,17,7,7,4.42,hot,1,0.44,0.389,0.42,0.487,0
1,AAGrocery Market,Grocery,Bhopal,1793,30060,Milk,319.4,288.0,0.02,click,0,0.0,2025-02-14 22:32:00,22,4,31,9,8,0,3.78,cold,1,0.24,0.0,0.144,0.136,0
1,AAGrocery Market,Grocery,Bhopal,1312,79598,Bananas,260.65,237.98,0.04,click,0,0.0,2025-05-11 22:45:00,22,6,198,13,9,1,4.02,cloudy,1,0.328,0.071,0.225,0.238,0
1,AAGrocery Market,Grocery,Bhopal,375,60736,Eggs,242.85,254.65,0.24,purchase,5,1214.25,2025-12-30 20:37:00,20,1,281,6,4,3,4.14,hot,0,0.18,0.429,0.28,0.248,1
1,AAGrocery Market,Grocery,Bhopal,1898,29331,Biscuits,268.0,300.38,0.23,click,0,0.0,2025-12-14 10:33:00,10,6,56,9,0,1,4.34,rainy,0,0.156,0.1,0.134,0.127,0
1,AAGrocery Market,Grocery,Bhopal,1060,60736,Eggs,242.56,224.75,0.07,add_to_cart,0,0.0,2025-11-05 09:35:00,9,2,120,12,6,0,4.41,cold,0,0.264,0.0,0.158,0.137,0
1,AAGrocery Market,Grocery,Bhopal,726,79598,Bananas,281.38,298.18,0.17,view,0,0.0,2025-06-13 04:58:00,4,4,346,24,12,5,3.61,sunny,1,0.588,0.2,0.433,0.454,0
1,AAGrocery Market,Grocery,Bhopal,2380,29331,Biscuits,110.73,115.25,0.13,view,0,0.0,2025-02-02 21:21:00,21,6,436,23,20,9,4.58,hot,1,0.716,0.375,0.58,0.556,1
1,AAGrocery Market,Grocery,Bhopal,1572,75025,Potatoes,174.72,189.24,0.17,view,0,0.0,2025-07-12 20:15:00,20,5,444,1,1,1,4.91,hot,1,0.04,0.5,0.224,0.186,1
1,AAGrocery Market,Grocery,Bhopal,622,60736,Eggs,241.13,281.46,0.25,view,0,0.0,2025-04-22 08:58:00,8,1,579,11,1,1,3.64,rainy,0,0.2,0.083,0.153,0.18,0
1,AAGrocery Market,Grocery,Bhopal,1457,83716,Onions,57.57,67.93,0.21,add_to_cart,0,0.0,2025-10-24 02:23:00,2,4,286,18,17,4,4.04,sunny,0,0.54,0.211,0.408,0.395,0
1,AAGrocery Market,Grocery,Bhopal,1090,75025,Potatoes,231.61,252.52,0.01,view,0,0.0,2025-06-15 23:45:00,23,6,47,14,2,1,4.66,cold,1,0.26,0.067,0.183,0.19,0
1,AAGrocery Market,Grocery,Bhopal,620,10349,Tomatoes,109.63,110.04,0.12,view,0,0.0,2025-02-19 15:00:00,15,2,440,1,0,0,4.02,cloudy,0,0.016,0.0,0.01,0.009,0
1,AAGrocery Market,Grocery,Bhopal,879,90197,Cheese,71.53,67.5,0.12,click,0,0.0,2025-06-30 19:05:00,19,0,371,22,19,5,3.55,rainy,1,0.64,0.217,0.471,0.557,1
1,AAGrocery Market,Grocery,Bhopal,443,27071,Cooking Oil,75.52,89.41,0.16,view,0,0.0,2025-10-24 19:53:00,19,4,5,11,2,0,4.6,sunny,1,0.2,0.0,0.12,0.127,1
1,AAGrocery Market,Grocery,Bhopal,1316,75025,Potatoes,416.83,388.52,0.17,click,0,0.0,2025-10-19 17:08:00,17,6,345,25,22,0,4.26,rainy,1,0.664,0.0,0.398,0.412,1
1,AAGrocery Market,Grocery,Bhopal,1141,65721,Salt,419.73,386.86,0.13,view,0,0.0,2025-07-10 21:58:00,21,3,132,20,3,3,4.54,cloudy,0,0.392,0.143,0.292,0.278,1
1,AAGrocery Market,Grocery,Bhopal,792,65721,Salt,183.33,199.14,0.12,view,0,0.0,2025-10-31 04:57:00,4,4,416,3,3,3,4.84,sunny,0,0.12,0.75,0.372,0.42,0
1,AAGrocery Market,Grocery,Bhopal,2868,19063,Sugar,213.04,198.28,0.01,click,0,0.0,2025-01-31 11:02:00,11,4,564,18,0,1,3.59,cold,0,0.3,0.053,0.201,0.191,0
1,AAGrocery Market,Grocery,Bhopal,397,19063,Sugar,181.87,202.85,0.01,view,0,0.0,2025-07-17 05:47:00,5,3,428,17,3,1,4.61,cloudy,0,0.32,0.056,0.214,0.19,0
1,AAGrocery Market,Grocery,Bhopal,1616,29331,Biscuits,151.65,161.4,0.03,purchase,5,758.25,2025-11-04 10:13:00,10,1,556,20,7,6,3.72,hot,1,0.476,0.286,0.4,0.471,0
1,AAGrocery Market,Grocery,Bhopal,1277,10349,Tomatoes,406.02,387.42,0.09,view,0,0.0,2025-08-16 10:43:00,10,5,97,11,5,4,4.11,cloudy,1,0.284,0.333,0.304,0.339,0
1,AAGrocery Market,Grocery,Bhopal,2703,81604,Bread,264.9,248.57,0.1,view,0,0.0,2025-04-09 03:14:00,3,2,189,2,2,1,4.61,cloudy,0,0.068,0.333,0.174,0.157,0
1,AAGrocery Market,Grocery,Bhopal,2855,29331,Biscuits,200.24,210.12,0.06,add_to_cart,0,0.0,2025-02-02 09:29:00,9,6,364,4,0,1,4.01,sunny,1,0.076,0.2,0.126,0.121,0
1,AAGrocery Market,Grocery,Bhopal,2797,81604,Bread,29.2,33.05,0.01,view,0,0.0,2025-10-15 13:07:00,13,2,217,14,5,1,3.76,cold,0,0.296,0.067,0.204,0.217,0
1,AAGrocery Market,Grocery,Bhopal,410,10349,Tomatoes,391.49,447.92,0.05,click,0,0.0,2025-08-27 14:09:00,14,2,386,20,1,1,4.24,cold,0,0.344,0.048,0.226,0.247,0
1,AAGrocery Market,Grocery,Bhopal,202,30060,Milk,355.86,346.57,0.03,click,0,0.0,2025-08-08 06:40:00,6,4,144,10,8,4,4.86,rainy,0,0.304,0.364,0.328,0.391,0
1,AAGrocery Market,Grocery,Bhopal,1202,29331,Biscuits,432.92,478.97,0.18,purchase,3,1298.76,2025-11-13 16:34:00,16,3,446,16,13,0,4.91,cloudy,1,0.412,0.0,0.247,0.216,0
1,AAGrocery Market,Grocery,Bhopal,1074,54109,Rice,232.23,213.99,0.19,view,0,0.0,2025-08-15 06:36:00,6,4,327,14,13,5,4.08,cold,1,0.44,0.333,0.397,0.379,0
1,AAGrocery Market,Grocery,Bhopal,1393,75025,Potatoes,178.54,192.57,0.01,add_to_cart,0,0.0,2025-11-25 03:10:00,3,1,320,25,10,3,4.81,rainy,0,0.556,0.115,0.38,0.363,0
1,AAGrocery Market,Grocery,Bhopal,1742,46524,Butter,95.96,106.38,0.17,view,0,0.0,2025-09-27 01:59:00,1,5,269,13,6,6,3.66,rainy,0,0.352,0.429,0.383,0.35,0
1,AAGrocery Market,Grocery,Bhopal,1716,50525,Tea,115.48,136.37,0.11,click,0,0.0,2025-02-09 11:04:00,11,6,116,13,10,5,3.53,hot,1,0.388,0.357,0.376,0.304,0
1,AAGrocery Market,Grocery,Bhopal,938,81604,Bread,252.12,264.81,0.03,view,0,0.0,2025-11-06 20:04:00,20,3,169,6,0,0,3.98,rainy,1,0.096,0.0,0.058,0.055,1
1,AAGrocery Market,Grocery,Bhopal,742,40917,Apples,342.69,388.86,0.15,view,0,0.0,2025-12-15 08:01:00,8,0,490,10,6,1,4.3,cloudy,0,0.244,0.091,0.183,0.161,0
1,AAGrocery Market,Grocery,Bhopal,1599,30060,Milk,157.92,149.8,0.06,view,0,0.0,2025-05-09 19:09:00,19,4,292,23,3,0,3.87,cloudy,1,0.404,0.0,0.242,0.244,1
1,AAGrocery Market,Grocery,Bhopal,2185,10349,Tomatoes,290.09,343.32,0.16,click,0,0.0,2025-02-13 16:01:00,16,3,11,25,17,0,3.79,sunny,1,0.604,0.0,0.362,0.408,0
1,AAGrocery Market,Grocery,Bhopal,2412,10349,Tomatoes,288.92,282.13,0.01,purchase,4,1155.68,2025-12-27 02:36:00,2,5,577,5,1,0,3.89,rainy,1,0.092,0.0,0.055,0.051,0
1,AAGrocery Market,Grocery,Bhopal,1819,30060,Milk,377.41,345.05,0.18,purchase,3,1132.23,2025-11-21 20:25:00,20,4,143,23,13,12,3.83,cloudy,0,0.668,0.5,0.601,0.669,1
1,AAGrocery Market,Grocery,Bhopal,2616,20285,Chocolate,238.55,264.65,0.04,view,0,0.0,2025-03-22 18:15:00,18,5,173,2,0,1,4.08,rainy,1,0.044,0.333,0.16,0.153,1
1,AAGrocery Market,Grocery,Bhopal,1402,27071,Cooking Oil,298.38,353.41,0.13,view,0,0.0,2025-10-08 23:33:00,23,2,550,2,1,1,3.6,rainy,1,0.056,0.333,0.167,0.156,0
1,AAGrocery Market,Grocery,Bhopal,1085,10349,Tomatoes,263.99,239.49,0.2,view,0,0.0,2025-04-04 03:30:00,3,4,131,22,17,7,3.97,hot,1,0.64,0.304,0.506,0.517,0
1,AAGrocery Market,Grocery,Bhopal,1038,42695,Coffee,236.28,232.89,0.1,add_to_cart,0,0.0,2025-07-15 09:50:00,9,1,53,2,2,1,3.95,cloudy,1,0.068,0.333,0.174,0.197,0
1,AAGrocery Market,Grocery,Bhopal,2674,42695,Coffee,484.26,499.56,0.21,view,0,0.0,2025-12-07 05:19:00,5,6,351,24,4,1,4.09,sunny,0,0.444,0.04,0.282,0.274,0
1,AAGrocery Market,Grocery,Bhopal,574,50842,Wheat Flour,284.97,276.22,0.13,view,0,0.0,2025-11-22 19:44:00,19,5,297,25,17,15,4.62,hot,0,0.784,0.577,0.701,0.788,1
1,AAGrocery Market,Grocery,Bhopal,1847,40917,Apples,394.75,380.74,0.2,purchase,4,1579.0,2025-05-31 05:00:00,5,5,253,22,9,2,4.57,cold,0,0.484,0.087,0.325,0.305,0
1,AAGrocery Market,Grocery,Bhopal,126,50842,Wheat Flour,102.85,92.65,0.09,add_to_cart,0,0.0,2025-10-04 08:21:00,8,5,178,3,3,2,4.18,sunny,0,0.108,0.5,0.265,0.271,0
1,AAGrocery Market,Grocery,Bhopal,276,90992,Paneer,110.26,127.67,0.06,add_to_cart,0,0.0,2025-06-29 19:33:00,19,6,47,9,5,5,3.89,rainy,0,0.264,0.5,0.358,0.355,1
1,AAGrocery Market,Grocery,Bhopal,1584,90992,Paneer,259.45,250.25,0.04,purchase,2,518.9,2025-08-25 15:46:00,15,0,563,17,4,2,3.91,hot,0,0.344,0.111,0.251,0.273,0
1,AAGrocery Market,Grocery,Bhopal,1356,27071,Cooking Oil,389.64,404.72,0.18,add_to_cart,0,0.0,2025-01-09 14:29:00,14,3,41,23,20,3,4.57,hot,0,0.644,0.125,0.436,0.373,0
1,AAGrocery Market,Grocery,Bhopal,2930,29331,Biscuits,483.77,554.55,0.05,view,0,0.0,2025-07-28 16:47:00,16,0,531,3,3,2,3.81,rainy,1,0.108,0.5,0.265,0.225,0
1,AAGrocery Market,Grocery,Bhopal,1041,19063,Sugar,86.42,97.17,0.2,purchase,3,259.26,2025-07-10 12:42:00,12,3,273,14,0,0,4.2,hot,1,0.224,0.0,0.134,0.147,0
1,AAGrocery Market,Grocery,Bhopal,2820,60736,Eggs,310.21,343.06,0.08,view,0,0.0,2025-06-08 08:05:00,8,6,466,23,17,3,3.53,sunny,1,0.608,0.125,0.415,0.438,0
1,AAGrocery Market,Grocery,Bhopal,987,90992,Paneer,24.49,22.28,0.17,view,0,0.0,2025-11-29 09:47:00,9,5,519,17,8,8,4.78,cold,1,0.464,0.444,0.456,0.413,0
1,AAGrocery Market,Grocery,Bhopal,2402,10349,Tomatoes,350.22,398.46,0.01,click,0,0.0,2025-04-23 20:53:00,20,2,67,10,5,3,3.96,hot,0,0.256,0.273,0.263,0.309,1
1,AAGrocery Market,Grocery,Bhopal,1964,90197,Cheese,185.69,173.05,0.19,view,0,0.0,2025-11-24 06:04:00,6,0,145,9,6,1,4.24,sunny,0,0.228,0.1,0.177,0.157,0
1,AAGrocery Market,Grocery,Bhopal,2986,90992,Paneer,149.36,145.3,0.05,click,0,0.0,2025-10-05 16:22:00,16,6,263,6,2,0,4.99,rainy,0,0.12,0.0,0.072,0.074,0
1,AAGrocery Market,Grocery,Bhopal,2427,40917,Apples,464.13,438.17,0.24,view,0,0.0,2025-06-21 11:03:00,11,5,248,19,3,1,4.96,sunny,1,0.352,0.05,0.231,0.267,0
1,AAGrocery Market,Grocery,Bhopal,124,29331,Biscuits,122.99,134.09,0.25,purchase,2,245.98,2025-06-02 23:35:00,23,0,181,17,16,1,4.64,hot,0,0.476,0.056,0.308,0.269,0
1,AAGrocery Market,Grocery,Bhopal,688,46524,Butter,387.69,388.33,0.11,view,0,0.0,2025-03-27 04:15:00,4,3,20,6,1,0,3.76,sunny,0,0.108,0.0,0.065,0.073,0
1,AAGrocery Market,Grocery,Bhopal,259,10349,Tomatoes,243.13,258.02,0.1,view,0,0.0,2025-11-13 00:11:00,0,3,393,4,0,0,4.99,hot,1,0.064,0.0,0.038,0.04,0
1,AAGrocery Market,Grocery,Bhopal,2929,29331,Biscuits,195.32,198.8,0.23,view,0,0.0,2025-03-02 21:12:00,21,6,307,7,5,3,4.54,sunny,1,0.208,0.375,0.275,0.28,1
1,AAGrocery Market,Grocery,Bhopal,253,27071,Cooking Oil,388.83,360.35,0.13,add_to_cart,0,0.0,2025-07-30 16:59:00,16,2,331,21,7,1,3.82,hot,0,0.432,0.045,0.277,0.224,0
1,AAGrocery Market,Grocery,Bhopal,1977,19063,Sugar,141.37,149.18,0.07,view,0,0.0,2025-04-11 16:08:00,16,4,204,11,4,3,3.52,hot,1,0.26,0.25,0.256,0.257,0
1,AAGrocery Market,Grocery,Bhopal,2771,90197,Cheese,295.11,347.56,0.1,view,0,0.0,2025-05-25 14:00:00,14,6,22,15,12,2,4.47,sunny,1,0.408,0.125,0.295,0.346,0
1,AAGrocery Market,Grocery,Bhopal,1143,50525,Tea,396.74,380.87,0.17,purchase,5,1983.7,2025-10-04 02:48:00,2,5,453,3,2,0,3.7,sunny,1,0.072,0.0,0.043,0.044,0
1,AAGrocery Market,Grocery,Bhopal,1773,29331,Biscuits,399.04,447.58,0.25,view,0,0.0,2025-03-09 00:17:00,0,6,80,1,1,1,4.44,cloudy,0,0.04,0.5,0.224,0.227,0
1,AAGrocery Market,Grocery,Bhopal,2904,60736,Eggs,74.29,85.32,0.19,click,0,0.0,2025-06-13 16:35:00,16,4,293,1,1,1,3.88,sunny,1,0.04,0.5,0.224,0.265,0
1,AAGrocery Market,Grocery,Bhopal,2516,83716,Onions,354.46,382.39,0.09,view,0,0.0,2025-12-08 19:56:00,19,0,47,17,0,1,4.19,hot,0,0.284,0.056,0.193,0.182,1
1,AAGrocery Market,Grocery,Bhopal,1761,20285,Chocolate,325.46,366.27,0.05,click,0,0.0,2025-08-03 05:32:00,5,6,572,5,3,3,4.52,rainy,1,0.152,0.5,0.291,0.29,0
1,AAGrocery Market,Grocery,Bhopal,2486,40917,Apples,399.99,417.07,0.19,add_to_cart,0,0.0,2025-06-20 10:50:00,10,4,557,14,8,8,4.3,hot,0,0.416,0.533,0.463,0.493,0
1,AAGrocery Market,Grocery,Bhopal,1936,10349,Tomatoes,216.49,253.0,0.25,purchase,4,865.96,2025-02-22 21:36:00,21,5,377,1,1,1,3.74,rainy,1,0.04,0.5,0.224,0.19,1
1,AAGrocery Market,Grocery,Bhopal,1858,60736,Eggs,27.18,31.72,0.18,click,0,0.0,2025-10-02 13:30:00,13,3,28,23,19,7,3.87,rainy,0,0.68,0.292,0.525,0.59,0
1,AAGrocery Market,Grocery,Bhopal,357,46524,Butter,432.31,517.68,0.18,view,0,0.0,2025-09-19 01:21:00,1,4,470,21,16,5,3.94,cold,0,0.588,0.227,0.444,0.376,0
1,AAGrocery Market,Grocery,Bhopal,1240,60736,Eggs,215.27,248.51,0.15,click,0,0.0,2025-01-05 06:08:00,6,6,590,12,2,0,4.05,cold,1,0.216,0.0,0.13,0.13,0
1,AAGrocery Market,Grocery,Bhopal,1375,10349,Tomatoes,330.06,393.39,0.14,view,0,0.0,2025-03-27 18:19:00,18,3,476,16,14,4,3.58,sunny,0,0.472,0.235,0.377,0.432,1
1,AAGrocery Market,Grocery,Bhopal,2000,65721,Salt,251.06,231.87,0.08,view,0,0.0,2025-05-15 14:58:00,14,3,81,4,4,4,4.34,rainy,1,0.16,0.8,0.416,0.359,0
1,AAGrocery Market,Grocery,Bhopal,377,90992,Paneer,427.54,451.69,0.2,click,0,0.0,2025-10-21 07:39:00,7,1,146,14,4,1,4.9,rainy,0,0.284,0.067,0.197,0.212,0
